question_id,hops,predicted,gold,hits_at_1,precision,recall,f1,exact_match,proved,n_proved,traces,time_ms,budget_used,obs_consumed,mode,noise_rate,budget_k,label
2hop_45,2,set(),"{'dir_19', 'dir_5', 'dir_16', 'dir_20', 'dir_17'}",False,0.0,0.0,0.0,False,False,0,[],0.014625002222601324,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_46,2,{'dir_33'},"{'dir_3', 'dir_7', 'dir_16', 'dir_30', 'dir_39', 'dir_34'}",False,0.0,0.0,0.0,False,False,0,[],0.015082994650583714,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_47,2,set(),"{'dir_3', 'dir_33'}",False,0.0,0.0,0.0,False,False,0,[],0.02112500078510493,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_48,2,{'dir_23'},"{'dir_38', 'dir_5', 'dir_31', 'dir_21', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.01054200401995331,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_49,2,{'dir_10'},"{'dir_27', 'dir_38', 'dir_31'}",False,0.0,0.0,0.0,False,False,0,[],0.010374998964834958,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_50,2,"{'dir_17', 'dir_12'}","{'dir_25', 'dir_4', 'dir_31', 'dir_17', 'dir_21', 'dir_33', 'dir_9'}",True,0.5,0.14285714285714285,0.22222222222222224,False,False,0,[],0.013249999028630555,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_51,2,{'dir_24'},"{'dir_35', 'dir_14'}",False,0.0,0.0,0.0,False,False,0,[],0.013457996828947216,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_52,2,"{'dir_2', 'dir_37'}","{'dir_35', 'dir_10', 'dir_20', 'dir_39'}",False,0.0,0.0,0.0,False,False,0,[],0.009791998309083283,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_53,2,set(),"{'dir_35', 'dir_20'}",False,0.0,0.0,0.0,False,False,0,[],0.013457996828947216,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_54,2,"{'dir_18', 'dir_5'}","{'dir_18', 'dir_17', 'dir_36'}",True,0.5,0.3333333333333333,0.4,False,False,0,[],0.010083000233862549,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_55,2,"{'dir_37', 'dir_11', 'dir_26'}","{'dir_39', 'dir_29', 'dir_31'}",False,0.0,0.0,0.0,False,False,0,[],0.0118750031106174,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_56,2,{'dir_28'},{'dir_31'},False,0.0,0.0,0.0,False,False,0,[],0.010749994544312358,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_57,2,set(),"{'dir_18', 'dir_6', 'dir_36'}",False,0.0,0.0,0.0,False,False,0,[],0.01454199809813872,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_58,2,"{'dir_22', 'dir_6', 'dir_12'}","{'dir_3', 'dir_38', 'dir_1', 'dir_5', 'dir_10', 'dir_29', 'dir_31'}",False,0.0,0.0,0.0,False,False,0,[],0.013707998732570559,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_59,2,{'dir_8'},"{'dir_27', 'dir_30', 'dir_36', 'dir_26', 'dir_21'}",False,0.0,0.0,0.0,False,False,0,[],0.012207994586788118,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_60,2,{'dir_25'},"{'dir_7', 'dir_16', 'dir_30'}",False,0.0,0.0,0.0,False,False,0,[],0.01345800410490483,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_61,2,set(),"{'dir_7', 'dir_29', 'dir_14', 'dir_26', 'dir_39'}",False,0.0,0.0,0.0,False,False,0,[],0.011625001206994057,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_62,2,{'dir_6'},"{'dir_3', 'dir_35', 'dir_16'}",False,0.0,0.0,0.0,False,False,0,[],0.013999997463542968,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_63,2,{'dir_38'},"{'dir_18', 'dir_16', 'dir_23'}",False,0.0,0.0,0.0,False,False,0,[],0.009166993550024927,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_64,2,"{'dir_35', 'dir_9', 'dir_1', 'dir_13'}","{'dir_7', 'dir_12', 'dir_22', 'dir_26', 'dir_39'}",False,0.0,0.0,0.0,False,False,0,[],0.01424999936716631,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_65,2,{'dir_20'},"{'dir_8', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.012042000889778137,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_66,2,{'dir_2'},"{'dir_17', 'dir_31', 'dir_34'}",False,0.0,0.0,0.0,False,False,0,[],0.010208997991867363,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_67,2,{'dir_28'},"{'dir_3', 'dir_38', 'dir_16', 'dir_37', 'dir_29', 'dir_34', 'dir_17'}",False,0.0,0.0,0.0,False,False,0,[],0.01083400275092572,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_68,2,set(),"{'dir_3', 'dir_38', 'dir_27', 'dir_4', 'dir_17', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.009458002750761807,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_69,2,set(),"{'dir_10', 'dir_21'}",False,0.0,0.0,0.0,False,False,0,[],0.013208002201281488,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_70,2,set(),"{'dir_8', 'dir_31', 'dir_5'}",False,0.0,0.0,0.0,False,False,0,[],0.010291994840372354,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_71,2,"{'dir_25', 'dir_26'}","{'dir_10', 'dir_26', 'dir_22', 'dir_31'}",True,0.5,0.25,0.3333333333333333,False,False,0,[],0.014666999049950391,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_72,2,"{'dir_32', 'dir_39'}","{'dir_29', 'dir_33', 'dir_4'}",False,0.0,0.0,0.0,False,False,0,[],0.01554200571263209,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_73,2,{'dir_8'},"{'dir_15', 'dir_29', 'dir_35', 'dir_26', 'dir_17'}",False,0.0,0.0,0.0,False,False,0,[],0.01966700074262917,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_74,2,set(),"{'dir_27', 'dir_2', 'dir_34'}",False,0.0,0.0,0.0,False,False,0,[],0.011832999007310718,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_75,2,set(),"{'dir_7', 'dir_13', 'dir_34'}",False,0.0,0.0,0.0,False,False,0,[],0.012458003766369075,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_76,2,"{'dir_12', 'dir_6', 'dir_9'}","{'dir_1', 'dir_23', 'dir_30', 'dir_36', 'dir_39', 'dir_17', 'dir_21'}",False,0.0,0.0,0.0,False,False,0,[],0.01020800118567422,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_77,2,{'dir_4'},"{'dir_26', 'dir_4'}",True,1.0,0.5,0.6666666666666666,False,False,0,[],0.013416996807791293,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_78,2,{'dir_38'},"{'dir_19', 'dir_27', 'dir_4'}",False,0.0,0.0,0.0,False,False,0,[],0.017416998161934316,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_79,2,{'dir_23'},"{'dir_3', 'dir_7', 'dir_15', 'dir_30', 'dir_4', 'dir_34', 'dir_17'}",False,0.0,0.0,0.0,False,False,0,[],0.01758299913490191,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_80,2,"{'dir_19', 'dir_5'}","{'dir_7', 'dir_38', 'dir_19', 'dir_20', 'dir_28', 'dir_36'}",True,0.5,0.16666666666666666,0.25,False,False,0,[],0.010166993888560683,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_81,2,"{'dir_21', 'dir_24'}","{'dir_3', 'dir_10', 'dir_28', 'dir_32', 'dir_22', 'dir_26', 'dir_17', 'dir_21', 'dir_33'}",True,0.5,0.1111111111111111,0.1818181818181818,False,False,0,[],0.018667000404093415,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_82,2,"{'dir_39', 'dir_28'}","{'dir_8', 'dir_1'}",False,0.0,0.0,0.0,False,False,0,[],0.010541996743995696,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_83,2,"{'dir_8', 'dir_36'}","{'dir_14', 'dir_9', 'dir_26', 'dir_36'}",True,0.5,0.25,0.3333333333333333,False,False,0,[],0.008791997970547527,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_84,2,"{'dir_5', 'dir_28'}",{'dir_36'},False,0.0,0.0,0.0,False,False,0,[],0.012541997421067208,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_85,2,set(),"{'dir_18', 'dir_16', 'dir_31'}",False,0.0,0.0,0.0,False,False,0,[],0.009082999895326793,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_86,2,"{'dir_35', 'dir_30'}","{'dir_10', 'dir_26', 'dir_33', 'dir_21'}",False,0.0,0.0,0.0,False,False,0,[],0.010541996743995696,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_87,2,set(),"{'dir_19', 'dir_15', 'dir_13', 'dir_27', 'dir_30'}",False,0.0,0.0,0.0,False,False,0,[],0.00795899541117251,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_88,2,set(),"{'dir_5', 'dir_10', 'dir_36', 'dir_14', 'dir_35', 'dir_26', 'dir_24'}",False,0.0,0.0,0.0,False,False,0,[],0.01245799649041146,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_89,2,{'dir_4'},"{'dir_10', 'dir_30', 'dir_26', 'dir_31', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.015500001609325409,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_90,2,{'dir_22'},"{'dir_18', 'dir_29', 'dir_22', 'dir_6', 'dir_24'}",True,1.0,0.2,0.33333333333333337,False,False,0,[],0.011124997399747372,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_91,2,{'dir_18'},"{'dir_31', 'dir_21', 'dir_22', 'dir_1'}",False,0.0,0.0,0.0,False,False,0,[],0.011124997399747372,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_92,2,{'dir_9'},"{'dir_15', 'dir_18', 'dir_27', 'dir_10', 'dir_16', 'dir_30', 'dir_22', 'dir_32', 'dir_6', 'dir_8'}",False,0.0,0.0,0.0,False,False,0,[],0.011249998351559043,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_93,2,{'dir_23'},{'dir_39'},False,0.0,0.0,0.0,False,False,0,[],0.01412499841535464,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_94,2,{'dir_33'},"{'dir_17', 'dir_32', 'dir_31', 'dir_5'}",False,0.0,0.0,0.0,False,False,0,[],0.011083997378591448,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_95,2,{'dir_8'},{'dir_37'},False,0.0,0.0,0.0,False,False,0,[],0.009040995792020112,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_96,2,"{'dir_32', 'dir_12', 'dir_31'}","{'dir_15', 'dir_22', 'dir_29'}",False,0.0,0.0,0.0,False,False,0,[],0.012999997125007212,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_97,2,"{'dir_8', 'dir_4'}","{'dir_16', 'dir_12', 'dir_26', 'dir_39', 'dir_25'}",False,0.0,0.0,0.0,False,False,0,[],0.013124998076818883,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_98,2,"{'dir_35', 'dir_20', 'dir_33'}","{'dir_7', 'dir_5', 'dir_29', 'dir_22', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.015249999705702066,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_99,2,{'dir_39'},"{'dir_4', 'dir_29', 'dir_39', 'dir_14'}",True,1.0,0.25,0.4,False,False,0,[],0.013791999663226306,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_100,2,{'dir_26'},{'dir_26'},True,1.0,1.0,1.0,True,False,0,[],0.03491699317237362,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_101,2,set(),"{'dir_18', 'dir_14', 'dir_4', 'dir_22', 'dir_32', 'dir_26'}",False,0.0,0.0,0.0,False,False,0,[],0.010249998013023287,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_102,2,"{'dir_32', 'dir_36'}","{'dir_1', 'dir_10', 'dir_23', 'dir_6', 'dir_25', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.011791998986154795,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_103,2,set(),"{'dir_17', 'dir_31', 'dir_34'}",False,0.0,0.0,0.0,False,False,0,[],0.007999995432328433,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_104,2,{'dir_35'},{'dir_18'},False,0.0,0.0,0.0,False,False,0,[],0.009374998626299202,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_105,2,{'dir_38'},"{'dir_17', 'dir_22', 'dir_5', 'dir_14'}",False,0.0,0.0,0.0,False,False,0,[],0.010291994840372354,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_106,2,"{'dir_32', 'dir_39'}","{'dir_0', 'dir_20', 'dir_28'}",False,0.0,0.0,0.0,False,False,0,[],0.00904199987417087,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_107,2,{'dir_3'},"{'dir_7', 'dir_2', 'dir_18', 'dir_27', 'dir_14', 'dir_4', 'dir_36'}",False,0.0,0.0,0.0,False,False,0,[],0.01016599708236754,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_108,2,{'dir_13'},"{'dir_19', 'dir_23', 'dir_4', 'dir_26', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.011457996151875705,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_109,2,{'dir_20'},"{'dir_15', 'dir_2', 'dir_18', 'dir_28', 'dir_34'}",False,0.0,0.0,0.0,False,False,0,[],0.010333002137485892,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_110,2,{'dir_31'},"{'dir_18', 'dir_2', 'dir_9', 'dir_14'}",False,0.0,0.0,0.0,False,False,0,[],0.011124997399747372,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_111,2,"{'dir_3', 'dir_34'}","{'dir_7', 'dir_10', 'dir_27', 'dir_4', 'dir_39'}",False,0.0,0.0,0.0,False,False,0,[],0.01091699959943071,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_112,2,"{'dir_35', 'dir_30'}","{'dir_15', 'dir_10', 'dir_22', 'dir_26', 'dir_39', 'dir_24'}",False,0.0,0.0,0.0,False,False,0,[],0.009625000529922545,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_113,2,set(),"{'dir_19', 'dir_13', 'dir_10', 'dir_34', 'dir_9'}",False,0.0,0.0,0.0,False,False,0,[],0.009584000508766621,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_114,2,{'dir_21'},"{'dir_3', 'dir_13', 'dir_16', 'dir_4', 'dir_8'}",False,0.0,0.0,0.0,False,False,0,[],0.015083998732734472,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_115,2,{'dir_16'},"{'dir_35', 'dir_16', 'dir_0', 'dir_1'}",True,1.0,0.25,0.4,False,False,0,[],0.010833005944732577,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_116,2,set(),"{'dir_17', 'dir_32', 'dir_29', 'dir_13'}",False,0.0,0.0,0.0,False,False,0,[],0.009333001798950136,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_117,2,"{'dir_38', 'dir_30'}","{'dir_35', 'dir_16', 'dir_1'}",False,0.0,0.0,0.0,False,False,0,[],0.00883299799170345,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_118,2,"{'dir_38', 'dir_34'}","{'dir_19', 'dir_38', 'dir_10', 'dir_32', 'dir_31'}",True,0.5,0.2,0.28571428571428575,False,False,0,[],0.01020800118567422,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_119,2,{'dir_26'},"{'dir_27', 'dir_29', 'dir_23', 'dir_4', 'dir_14'}",False,0.0,0.0,0.0,False,False,0,[],0.010832998668774962,0,0,neural_only,0.0,5,Neural-only η=0.0
2hop_0,2,"{'dir_27', 'dir_2', 'dir_13'}","{'dir_27', 'dir_2', 'dir_13'}",True,1.0,1.0,1.0,True,True,3,"[ProofTrace(goal=actor_directed_by(actor_80, dir_13), steps=[ProofStep(rule=[ad_actor_80_movie_119_dir_13] B ⊗ acted_in(actor_80, movie_119) ⊗ directed_by(movie_119, dir_13) ⊸ actor_directed_by(actor_80, dir_13), consumed_observations=[], budget_consumed=False)], success=True, budget_used=0, observations_consumed=0), ProofTrace(goal=actor_directed_by(actor_80, dir_2), steps=[ProofStep(rule=[ad_actor_80_movie_144_dir_2] B ⊗ acted_in(actor_80, movie_144) ⊗ directed_by(movie_144, dir_2) ⊸ actor_directed_by(actor_80, dir_2), consumed_observations=[], budget_consumed=False)], success=True, budget_used=0, observations_consumed=0), ProofTrace(goal=actor_directed_by(actor_80, dir_27), steps=[ProofStep(rule=[ad_actor_80_movie_14_dir_27] B ⊗ acted_in(actor_80, movie_14) ⊗ directed_by(movie_14, dir_27) ⊸ actor_directed_by(actor_80, dir_27), consumed_observations=[], budget_consumed=False)], success=True, budget_used=0, observations_consumed=0)]",0.46024999755900353,0,0,classic_lp,0.0,5,Classic LP η=0.0
