question_id,hops,retriever,hits_at_1,f1,proved,n_proved
mq1_46,1,tfidf,True,1.0,True,2
mq1_47,1,tfidf,True,1.0,True,1
mq1_48,1,tfidf,True,1.0,True,1
mq1_49,1,tfidf,True,1.0,True,1
mq1_50,1,tfidf,True,1.0,True,1
mq1_51,1,tfidf,True,1.0,True,1
mq1_52,1,tfidf,True,1.0,True,1
mq1_53,1,tfidf,True,1.0,True,1
mq1_54,1,tfidf,True,1.0,True,1
mq1_55,1,tfidf,True,1.0,True,1
mq1_56,1,tfidf,True,1.0,True,1
mq1_57,1,tfidf,True,1.0,True,3
mq1_58,1,tfidf,True,1.0,True,1
mq1_59,1,tfidf,True,1.0,True,1
mq1_60,1,tfidf,True,1.0,True,1
mq1_61,1,tfidf,True,1.0,True,1
mq1_62,1,tfidf,True,1.0,True,1
mq1_63,1,tfidf,True,1.0,True,1
mq1_64,1,tfidf,True,1.0,True,1
mq1_65,1,tfidf,True,1.0,True,1
mq1_66,1,tfidf,True,1.0,True,1
mq1_67,1,tfidf,True,1.0,True,2
mq1_68,1,tfidf,True,1.0,True,1
mq1_69,1,tfidf,True,1.0,True,1
mq1_70,1,tfidf,True,1.0,True,1
mq1_71,1,tfidf,True,1.0,True,2
mq1_72,1,tfidf,True,1.0,True,1
mq1_73,1,tfidf,True,1.0,True,1
mq1_74,1,tfidf,True,1.0,True,1
mq1_75,1,tfidf,True,1.0,True,2
mq1_76,1,tfidf,True,1.0,True,2
mq1_77,1,tfidf,True,1.0,True,1
mq1_78,1,tfidf,True,1.0,True,3
mq1_79,1,tfidf,True,1.0,True,1
mq1_80,1,tfidf,True,1.0,True,1
mq1_81,1,tfidf,True,1.0,True,1
mq1_82,1,tfidf,True,1.0,True,1
mq1_83,1,tfidf,True,1.0,True,1
mq1_84,1,tfidf,True,1.0,True,4
mq1_85,1,tfidf,True,1.0,True,1
mq1_86,1,tfidf,True,1.0,True,3
mq1_87,1,tfidf,True,1.0,True,2
mq1_88,1,tfidf,True,1.0,True,1
mq1_89,1,tfidf,True,1.0,True,1
mq1_90,1,tfidf,True,1.0,True,3
mq1_91,1,tfidf,True,1.0,True,2
mq1_92,1,tfidf,True,1.0,True,1
mq1_93,1,tfidf,True,1.0,True,1
mq1_94,1,tfidf,True,1.0,True,1
mq1_95,1,tfidf,True,1.0,True,2
mq1_96,1,tfidf,True,1.0,True,3
mq1_97,1,tfidf,False,0.0,False,0
mq1_98,1,tfidf,True,1.0,True,1
mq1_99,1,tfidf,True,1.0,True,1
mq1_100,1,tfidf,True,1.0,True,1
mq1_101,1,tfidf,True,1.0,True,2
mq1_102,1,tfidf,True,1.0,True,1
mq1_103,1,tfidf,True,1.0,True,8
mq1_104,1,tfidf,True,1.0,True,1
mq1_105,1,tfidf,True,1.0,True,2
mq1_106,1,tfidf,True,1.0,True,1
mq1_107,1,tfidf,True,1.0,True,1
mq1_108,1,tfidf,True,1.0,True,1
mq1_109,1,tfidf,True,1.0,True,2
mq1_110,1,tfidf,True,1.0,True,3
mq1_111,1,tfidf,True,1.0,True,1
mq1_112,1,tfidf,True,1.0,True,2
mq1_113,1,tfidf,True,1.0,True,1
mq1_114,1,tfidf,True,1.0,True,2
mq1_115,1,tfidf,True,1.0,True,4
mq1_116,1,tfidf,True,1.0,True,2
mq1_117,1,tfidf,True,1.0,True,2
mq1_118,1,tfidf,True,1.0,True,1
mq1_119,1,tfidf,True,1.0,True,1
mq1_120,1,tfidf,True,1.0,True,1
mq1_121,1,tfidf,True,1.0,True,1
mq1_122,1,tfidf,True,1.0,True,2
mq1_123,1,tfidf,True,1.0,True,1
mq1_124,1,tfidf,True,1.0,True,1
mq1_125,1,tfidf,True,1.0,True,2
mq1_126,1,tfidf,True,1.0,True,1
mq1_127,1,tfidf,True,1.0,True,2
mq1_128,1,tfidf,True,1.0,True,4
mq1_129,1,tfidf,True,1.0,True,1
mq1_130,1,tfidf,True,1.0,True,1
mq1_131,1,tfidf,True,1.0,True,1
mq1_132,1,tfidf,True,1.0,True,1
mq1_133,1,tfidf,True,1.0,True,1
mq1_134,1,tfidf,True,1.0,True,1
mq1_135,1,tfidf,True,1.0,True,1
mq1_136,1,tfidf,True,1.0,True,2
mq1_137,1,tfidf,True,1.0,True,1
mq1_138,1,tfidf,True,1.0,True,1
mq1_139,1,tfidf,True,1.0,True,1
mq1_140,1,tfidf,True,1.0,True,1
mq1_141,1,tfidf,True,1.0,True,1
mq1_142,1,tfidf,True,1.0,True,3
mq1_143,1,tfidf,True,1.0,True,2
mq1_144,1,tfidf,True,1.0,True,3
mq1_145,1,tfidf,True,1.0,True,1
mq1_146,1,tfidf,True,1.0,True,1
mq1_147,1,tfidf,True,1.0,True,1
mq1_148,1,tfidf,True,1.0,True,2
mq1_149,1,tfidf,True,1.0,True,1
mq2_0,2,tfidf,True,1.0,True,1
mq2_1,2,tfidf,True,1.0,True,1
mq2_2,2,tfidf,True,1.0,True,1
mq2_3,2,tfidf,True,1.0,True,3
mq2_4,2,tfidf,True,1.0,True,1
mq2_5,2,tfidf,True,1.0,True,2
mq2_6,2,tfidf,True,1.0,True,2
mq2_7,2,tfidf,True,1.0,True,1
mq2_8,2,tfidf,True,1.0,True,4
mq2_9,2,tfidf,True,1.0,True,1
mq2_10,2,tfidf,True,1.0,True,3
mq2_11,2,tfidf,True,1.0,True,2
mq2_12,2,tfidf,True,1.0,True,1
mq2_13,2,tfidf,True,1.0,True,1
mq2_14,2,tfidf,True,1.0,True,2
mq2_15,2,tfidf,True,1.0,True,1
mq2_16,2,tfidf,True,1.0,True,1
mq2_17,2,tfidf,True,1.0,True,2
mq2_18,2,tfidf,True,1.0,True,1
mq2_19,2,tfidf,True,1.0,True,1
mq2_20,2,tfidf,True,1.0,True,1
mq2_21,2,tfidf,True,1.0,True,1
mq2_22,2,tfidf,True,1.0,True,1
mq2_23,2,tfidf,True,1.0,True,22
mq2_24,2,tfidf,True,1.0,True,2
mq2_25,2,tfidf,True,1.0,True,1
mq2_26,2,tfidf,True,1.0,True,2
mq2_27,2,tfidf,True,1.0,True,10
mq2_28,2,tfidf,True,1.0,True,1
mq2_29,2,tfidf,True,1.0,True,2
mq2_30,2,tfidf,True,1.0,True,4
mq2_31,2,tfidf,True,1.0,True,2
mq2_32,2,tfidf,True,1.0,True,1
mq2_33,2,tfidf,True,1.0,True,7
mq2_34,2,tfidf,True,1.0,True,1
mq2_35,2,tfidf,True,1.0,True,3
mq2_36,2,tfidf,True,1.0,True,2
mq2_37,2,tfidf,True,1.0,True,3
mq2_38,2,tfidf,True,1.0,True,1
mq2_39,2,tfidf,True,1.0,True,50
mq2_40,2,tfidf,True,1.0,True,3
mq2_41,2,tfidf,True,1.0,True,1
mq2_42,2,tfidf,True,1.0,True,1
mq2_43,2,tfidf,True,1.0,True,1
mq2_44,2,tfidf,True,1.0,True,5
mq2_45,2,tfidf,True,1.0,True,1
mq2_46,2,tfidf,True,0.8750000000000001,True,14
mq2_47,2,tfidf,True,1.0,True,11
mq2_48,2,tfidf,True,1.0,True,1
mq2_49,2,tfidf,True,1.0,True,1
mq2_50,2,tfidf,True,1.0,True,9
mq2_51,2,tfidf,True,1.0,True,5
mq2_52,2,tfidf,True,1.0,True,2
mq2_53,2,tfidf,True,1.0,True,1
mq2_54,2,tfidf,True,1.0,True,8
mq2_55,2,tfidf,True,1.0,True,1
mq2_56,2,tfidf,True,1.0,True,1
mq2_57,2,tfidf,True,1.0,True,26
mq2_58,2,tfidf,True,1.0,True,13
mq2_59,2,tfidf,True,1.0,True,1
mq2_60,2,tfidf,True,1.0,True,1
mq2_61,2,tfidf,True,1.0,True,10
mq2_62,2,tfidf,True,1.0,True,1
mq2_63,2,tfidf,True,1.0,True,1
mq2_64,2,tfidf,True,1.0,True,2
mq2_65,2,tfidf,True,1.0,True,1
mq2_66,2,tfidf,True,1.0,True,1
mq2_67,2,tfidf,True,1.0,True,1
mq2_68,2,tfidf,True,1.0,True,5
mq2_69,2,tfidf,True,1.0,True,1
mq2_70,2,tfidf,True,1.0,True,2
mq2_71,2,tfidf,True,1.0,True,2
mq2_72,2,tfidf,True,1.0,True,13
mq2_73,2,tfidf,True,1.0,True,4
mq2_74,2,tfidf,True,1.0,True,3
mq2_75,2,tfidf,True,1.0,True,1
mq2_76,2,tfidf,True,1.0,True,3
mq2_77,2,tfidf,True,0.8,True,2
mq2_78,2,tfidf,True,1.0,True,1
mq2_79,2,tfidf,True,1.0,True,1
mq2_80,2,tfidf,True,1.0,True,46
mq2_81,2,tfidf,True,1.0,True,1
mq2_82,2,tfidf,True,1.0,True,12
mq2_83,2,tfidf,True,1.0,True,18
mq2_84,2,tfidf,True,1.0,True,4
mq2_85,2,tfidf,True,1.0,True,1
mq2_86,2,tfidf,True,1.0,True,6
mq2_87,2,tfidf,True,1.0,True,6
mq2_88,2,tfidf,True,1.0,True,1
mq2_89,2,tfidf,True,1.0,True,1
mq2_90,2,tfidf,True,1.0,True,1
mq2_91,2,tfidf,True,1.0,True,1
mq2_92,2,tfidf,True,1.0,True,1
mq2_93,2,tfidf,True,1.0,True,1
mq2_94,2,tfidf,True,1.0,True,2
mq2_95,2,tfidf,True,1.0,True,1
mq2_96,2,tfidf,True,1.0,True,2
mq2_97,2,tfidf,True,1.0,True,1
mq2_98,2,tfidf,True,1.0,True,1
mq2_99,2,tfidf,True,1.0,True,1
mq2_100,2,tfidf,True,1.0,True,28
mq2_101,2,tfidf,True,1.0,True,1
mq2_102,2,tfidf,True,1.0,True,11
mq2_103,2,tfidf,True,1.0,True,2
mq2_104,2,tfidf,True,1.0,True,1
mq2_105,2,tfidf,True,1.0,True,3
mq2_106,2,tfidf,True,1.0,True,46
mq2_107,2,tfidf,True,1.0,True,6
mq2_108,2,tfidf,True,1.0,True,1
mq2_109,2,tfidf,True,1.0,True,1
mq2_110,2,tfidf,True,1.0,True,1
mq2_111,2,tfidf,True,1.0,True,2
mq2_112,2,tfidf,True,1.0,True,2
mq2_113,2,tfidf,True,1.0,True,2
mq2_114,2,tfidf,True,1.0,True,1
mq2_115,2,tfidf,True,1.0,True,1
mq2_116,2,tfidf,True,1.0,True,1
mq2_117,2,tfidf,True,1.0,True,13
mq2_118,2,tfidf,True,1.0,True,1
mq2_119,2,tfidf,True,1.0,True,3
mq2_120,2,tfidf,True,1.0,True,1
mq2_121,2,tfidf,True,1.0,True,2
mq2_122,2,tfidf,True,1.0,True,3
mq2_123,2,tfidf,True,1.0,True,1
mq2_124,2,tfidf,True,1.0,True,24
mq2_125,2,tfidf,True,1.0,True,4
mq2_126,2,tfidf,True,1.0,True,8
mq2_127,2,tfidf,True,1.0,True,10
mq2_128,2,tfidf,True,1.0,True,3
mq2_129,2,tfidf,True,1.0,True,1
mq2_130,2,tfidf,True,1.0,True,2
mq2_131,2,tfidf,True,1.0,True,5
mq2_132,2,tfidf,True,0.8354430379746834,True,33
mq2_133,2,tfidf,True,1.0,True,1
mq2_134,2,tfidf,True,1.0,True,11
mq2_135,2,tfidf,True,1.0,True,12
mq2_136,2,tfidf,True,1.0,True,1
mq2_137,2,tfidf,True,1.0,True,1
mq2_138,2,tfidf,True,1.0,True,2
mq2_139,2,tfidf,True,1.0,True,4
mq2_140,2,tfidf,True,1.0,True,2
mq2_141,2,tfidf,True,1.0,True,2
mq2_142,2,tfidf,True,1.0,True,1
mq2_143,2,tfidf,True,1.0,True,6
mq2_144,2,tfidf,True,1.0,True,1
mq2_145,2,tfidf,True,1.0,True,1
mq2_146,2,tfidf,True,1.0,True,8
mq2_147,2,tfidf,True,1.0,True,1
mq2_148,2,tfidf,True,1.0,True,11
mq2_149,2,tfidf,True,1.0,True,1
mq3_0,3,tfidf,False,0.0,False,0
mq3_1,3,tfidf,False,0.0,False,0
mq3_2,3,tfidf,False,0.0,False,0
mq3_3,3,tfidf,False,0.0,False,0
mq3_4,3,tfidf,False,0.0,False,0
mq3_5,3,tfidf,False,0.0,False,0
mq3_6,3,tfidf,False,0.0,False,0
mq3_7,3,tfidf,False,0.0,False,0
mq3_8,3,tfidf,False,0.0,False,0
mq3_9,3,tfidf,False,0.0,False,0
mq3_10,3,tfidf,False,0.0,False,0
mq3_11,3,tfidf,False,0.0,False,0
mq3_12,3,tfidf,False,0.0,False,0
mq3_13,3,tfidf,False,0.0,False,0
mq3_14,3,tfidf,False,0.0,False,0
mq3_15,3,tfidf,False,0.0,False,0
mq3_16,3,tfidf,False,0.0,False,0
mq3_17,3,tfidf,False,0.0,False,0
mq3_18,3,tfidf,False,0.0,False,0
mq3_19,3,tfidf,False,0.0,False,0
mq3_20,3,tfidf,False,0.0,False,0
mq3_21,3,tfidf,False,0.0,False,0
mq3_22,3,tfidf,False,0.0,False,0
mq3_23,3,tfidf,False,0.0,False,0
mq3_24,3,tfidf,False,0.0,False,0
mq3_25,3,tfidf,False,0.0,False,0
mq3_26,3,tfidf,False,0.0,False,0
mq3_27,3,tfidf,False,0.0,False,0
mq3_28,3,tfidf,False,0.0,False,0
mq3_29,3,tfidf,False,0.0,False,0
mq3_30,3,tfidf,False,0.0,False,0
mq3_31,3,tfidf,False,0.0,False,0
mq3_32,3,tfidf,False,0.0,False,0
mq3_33,3,tfidf,False,0.0,False,0
mq3_34,3,tfidf,False,0.0,False,0
mq3_35,3,tfidf,False,0.0,False,0
mq3_36,3,tfidf,False,0.0,False,0
mq3_37,3,tfidf,False,0.0,False,0
mq3_38,3,tfidf,False,0.0,False,0
mq3_39,3,tfidf,False,0.0,False,0
mq3_40,3,tfidf,False,0.0,False,0
mq3_41,3,tfidf,False,0.0,False,0
mq3_42,3,tfidf,False,0.0,False,0
mq3_43,3,tfidf,False,0.0,False,0
mq3_44,3,tfidf,False,0.0,False,0
mq3_45,3,tfidf,False,0.0,False,0
mq3_46,3,tfidf,False,0.0,False,0
mq3_47,3,tfidf,False,0.0,False,0
mq3_48,3,tfidf,False,0.0,False,0
mq3_49,3,tfidf,False,0.0,False,0
mq3_50,3,tfidf,False,0.0,False,0
mq3_51,3,tfidf,False,0.0,False,0
mq3_52,3,tfidf,False,0.0,False,0
mq3_53,3,tfidf,False,0.0,False,0
mq3_54,3,tfidf,False,0.0,False,0
mq3_55,3,tfidf,False,0.0,False,0
mq3_56,3,tfidf,False,0.0,False,0
mq3_57,3,tfidf,False,0.0,False,0
mq3_58,3,tfidf,False,0.0,False,0
mq3_59,3,tfidf,False,0.0,False,0
mq3_60,3,tfidf,False,0.0,False,0
mq3_61,3,tfidf,False,0.0,False,0
mq3_62,3,tfidf,False,0.0,False,0
mq3_63,3,tfidf,False,0.0,False,0
mq3_64,3,tfidf,False,0.0,False,0
mq3_65,3,tfidf,False,0.0,False,0
mq3_66,3,tfidf,False,0.0,False,0
mq3_67,3,tfidf,False,0.0,False,0
mq3_68,3,tfidf,False,0.0,False,0
mq3_69,3,tfidf,False,0.0,False,0
mq3_70,3,tfidf,False,0.0,False,0
mq3_71,3,tfidf,False,0.0,False,0
mq3_72,3,tfidf,False,0.0,False,0
mq3_73,3,tfidf,False,0.0,False,0
mq3_74,3,tfidf,False,0.0,False,0
mq3_75,3,tfidf,True,0.14285714285714288,True,1
mq3_76,3,tfidf,False,0.0,False,0
mq3_77,3,tfidf,False,0.0,False,0
mq3_78,3,tfidf,False,0.0,False,0
mq3_79,3,tfidf,False,0.0,False,0
mq3_80,3,tfidf,False,0.0,False,0
mq3_81,3,tfidf,False,0.0,False,0
mq3_82,3,tfidf,False,0.0,False,0
mq3_83,3,tfidf,False,0.0,False,0
mq3_84,3,tfidf,False,0.0,False,0
mq3_85,3,tfidf,False,0.0,False,0
mq3_86,3,tfidf,False,0.0,False,0
mq3_87,3,tfidf,False,0.0,False,0
mq3_88,3,tfidf,False,0.0,False,0
mq3_89,3,tfidf,False,0.0,False,0
mq3_90,3,tfidf,False,0.0,False,0
mq3_91,3,tfidf,False,0.0,False,0
mq3_92,3,tfidf,False,0.0,False,0
mq3_93,3,tfidf,False,0.0,False,0
mq3_94,3,tfidf,False,0.0,False,0
mq3_95,3,tfidf,False,0.0,False,0
mq3_96,3,tfidf,False,0.0,False,0
mq3_97,3,tfidf,False,0.0,False,0
mq3_98,3,tfidf,False,0.0,False,0
mq3_99,3,tfidf,False,0.0,False,0
mq3_100,3,tfidf,True,0.42857142857142855,True,3
mq3_101,3,tfidf,False,0.0,False,0
mq3_102,3,tfidf,False,0.0,False,0
mq3_103,3,tfidf,False,0.0,False,0
mq3_104,3,tfidf,False,0.0,False,0
mq3_105,3,tfidf,False,0.0,False,0
mq3_106,3,tfidf,False,0.0,False,0
mq3_107,3,tfidf,False,0.0,False,0
mq3_108,3,tfidf,False,0.0,False,0
mq3_109,3,tfidf,False,0.0,False,0
mq3_110,3,tfidf,False,0.0,False,0
mq3_111,3,tfidf,False,0.0,False,0
mq3_112,3,tfidf,False,0.0,False,0
mq3_113,3,tfidf,False,0.0,False,0
mq3_114,3,tfidf,False,0.0,False,0
mq3_115,3,tfidf,False,0.0,False,0
mq3_116,3,tfidf,False,0.0,False,0
mq3_117,3,tfidf,False,0.0,False,0
mq3_118,3,tfidf,False,0.0,False,0
mq3_119,3,tfidf,False,0.0,False,0
mq3_120,3,tfidf,False,0.0,False,0
mq3_121,3,tfidf,False,0.0,False,0
mq3_122,3,tfidf,False,0.0,False,0
mq3_123,3,tfidf,False,0.0,False,0
mq3_124,3,tfidf,False,0.0,False,0
mq3_125,3,tfidf,False,0.0,False,0
mq3_126,3,tfidf,False,0.0,False,0
mq3_127,3,tfidf,False,0.0,False,0
mq3_128,3,tfidf,False,0.0,False,0
mq3_129,3,tfidf,False,0.0,False,0
mq3_130,3,tfidf,False,0.0,False,0
mq3_131,3,tfidf,False,0.0,False,0
mq3_132,3,tfidf,False,0.0,False,0
mq3_133,3,tfidf,False,0.0,False,0
mq3_134,3,tfidf,False,0.0,False,0
mq3_135,3,tfidf,False,0.0,False,0
mq3_136,3,tfidf,False,0.0,False,0
mq3_137,3,tfidf,False,0.0,False,0
mq3_138,3,tfidf,False,0.0,False,0
mq3_139,3,tfidf,False,0.0,False,0
mq3_140,3,tfidf,False,0.0,False,0
mq3_141,3,tfidf,False,0.0,False,0
mq3_142,3,tfidf,False,0.0,False,0
mq3_143,3,tfidf,False,0.0,False,0
mq3_144,3,tfidf,False,0.0,False,0
mq3_145,3,tfidf,False,0.0,False,0
mq3_146,3,tfidf,False,0.0,False,0
mq3_147,3,tfidf,False,0.0,False,0
mq3_148,3,tfidf,False,0.0,False,0
mq3_149,3,tfidf,False,0.0,False,0
mq1_0,1,tfidf_iter,True,1.0,True,1
mq1_1,1,tfidf_iter,True,1.0,True,1
mq1_2,1,tfidf_iter,True,1.0,True,1
mq1_3,1,tfidf_iter,True,1.0,True,1
mq1_4,1,tfidf_iter,True,1.0,True,2
mq1_5,1,tfidf_iter,True,1.0,True,1
mq1_6,1,tfidf_iter,True,1.0,True,1
mq1_7,1,tfidf_iter,True,1.0,True,1
mq1_8,1,tfidf_iter,True,1.0,True,1
mq1_9,1,tfidf_iter,True,1.0,True,1
mq1_10,1,tfidf_iter,True,1.0,True,2
mq1_11,1,tfidf_iter,True,1.0,True,1
mq1_12,1,tfidf_iter,True,1.0,True,1
mq1_13,1,tfidf_iter,True,1.0,True,1
mq1_14,1,tfidf_iter,True,1.0,True,1
mq1_15,1,tfidf_iter,True,1.0,True,1
mq1_16,1,tfidf_iter,True,1.0,True,1
mq1_17,1,tfidf_iter,True,1.0,True,1
mq1_18,1,tfidf_iter,True,1.0,True,1
mq1_19,1,tfidf_iter,True,1.0,True,1
mq1_20,1,tfidf_iter,True,1.0,True,1
mq1_21,1,tfidf_iter,True,1.0,True,1
mq1_22,1,tfidf_iter,True,1.0,True,1
mq1_23,1,tfidf_iter,True,1.0,True,1
mq1_24,1,tfidf_iter,True,1.0,True,1
mq1_25,1,tfidf_iter,True,1.0,True,1
mq1_26,1,tfidf_iter,True,1.0,True,1
mq1_27,1,tfidf_iter,True,1.0,True,11
mq1_28,1,tfidf_iter,True,1.0,True,1
mq1_29,1,tfidf_iter,True,1.0,True,1
mq1_30,1,tfidf_iter,True,1.0,True,1
mq1_31,1,tfidf_iter,True,1.0,True,1
mq1_32,1,tfidf_iter,True,1.0,True,1
mq1_33,1,tfidf_iter,True,1.0,True,1
mq1_34,1,tfidf_iter,True,1.0,True,1
mq1_35,1,tfidf_iter,True,1.0,True,1
mq1_36,1,tfidf_iter,True,1.0,True,1
mq1_37,1,tfidf_iter,True,1.0,True,1
mq1_38,1,tfidf_iter,True,1.0,True,1
mq1_39,1,tfidf_iter,True,1.0,True,1
mq1_40,1,tfidf_iter,True,1.0,True,2
mq1_41,1,tfidf_iter,True,1.0,True,1
mq1_42,1,tfidf_iter,True,1.0,True,2
mq1_43,1,tfidf_iter,True,1.0,True,1
mq1_44,1,tfidf_iter,True,1.0,True,4
mq1_45,1,tfidf_iter,True,1.0,True,2
mq1_46,1,tfidf_iter,True,1.0,True,2
mq1_47,1,tfidf_iter,True,1.0,True,1
mq1_48,1,tfidf_iter,True,1.0,True,1
mq1_49,1,tfidf_iter,True,1.0,True,1
mq1_50,1,tfidf_iter,True,1.0,True,1
mq1_51,1,tfidf_iter,True,1.0,True,1
mq1_52,1,tfidf_iter,True,1.0,True,1
mq1_53,1,tfidf_iter,True,1.0,True,1
mq1_54,1,tfidf_iter,True,1.0,True,1
mq1_55,1,tfidf_iter,True,1.0,True,1
mq1_56,1,tfidf_iter,True,1.0,True,1
mq1_57,1,tfidf_iter,True,1.0,True,3
mq1_58,1,tfidf_iter,True,1.0,True,1
mq1_59,1,tfidf_iter,True,1.0,True,1
mq1_60,1,tfidf_iter,True,1.0,True,1
mq1_61,1,tfidf_iter,True,1.0,True,1
mq1_62,1,tfidf_iter,True,1.0,True,1
mq1_63,1,tfidf_iter,True,1.0,True,1
mq1_64,1,tfidf_iter,True,1.0,True,1
mq1_65,1,tfidf_iter,True,1.0,True,1
mq1_66,1,tfidf_iter,True,1.0,True,1
mq1_67,1,tfidf_iter,True,0.6666666666666666,True,1
mq1_68,1,tfidf_iter,True,1.0,True,1
mq1_69,1,tfidf_iter,True,1.0,True,1
mq1_70,1,tfidf_iter,True,1.0,True,1
mq1_71,1,tfidf_iter,True,1.0,True,2
mq1_72,1,tfidf_iter,True,1.0,True,1
mq1_73,1,tfidf_iter,True,1.0,True,1
mq1_74,1,tfidf_iter,True,1.0,True,1
mq1_75,1,tfidf_iter,True,1.0,True,2
mq1_76,1,tfidf_iter,True,1.0,True,2
mq1_77,1,tfidf_iter,True,1.0,True,1
mq1_78,1,tfidf_iter,True,1.0,True,3
mq1_79,1,tfidf_iter,True,1.0,True,1
mq1_80,1,tfidf_iter,True,1.0,True,1
mq1_81,1,tfidf_iter,True,1.0,True,1
mq1_82,1,tfidf_iter,True,1.0,True,1
mq1_83,1,tfidf_iter,True,1.0,True,1
mq1_84,1,tfidf_iter,True,1.0,True,4
mq1_85,1,tfidf_iter,True,1.0,True,1
mq1_86,1,tfidf_iter,True,1.0,True,3
mq1_87,1,tfidf_iter,True,1.0,True,2
mq1_88,1,tfidf_iter,True,1.0,True,1
mq1_89,1,tfidf_iter,True,1.0,True,1
mq1_90,1,tfidf_iter,True,1.0,True,3
mq1_91,1,tfidf_iter,True,1.0,True,2
mq1_92,1,tfidf_iter,True,1.0,True,1
mq1_93,1,tfidf_iter,True,1.0,True,1
mq1_94,1,tfidf_iter,True,1.0,True,1
mq1_95,1,tfidf_iter,True,1.0,True,2
mq1_96,1,tfidf_iter,True,1.0,True,3
mq1_97,1,tfidf_iter,False,0.0,False,0
mq1_98,1,tfidf_iter,True,1.0,True,1
mq1_99,1,tfidf_iter,True,1.0,True,1
mq1_100,1,tfidf_iter,True,1.0,True,1
mq1_101,1,tfidf_iter,True,1.0,True,2
mq1_102,1,tfidf_iter,True,1.0,True,1
mq1_103,1,tfidf_iter,True,1.0,True,8
mq1_104,1,tfidf_iter,True,1.0,True,1
mq1_105,1,tfidf_iter,True,1.0,True,2
mq1_106,1,tfidf_iter,True,1.0,True,1
mq1_107,1,tfidf_iter,True,1.0,True,1
mq1_108,1,tfidf_iter,True,1.0,True,1
mq1_109,1,tfidf_iter,True,1.0,True,2
mq1_110,1,tfidf_iter,True,1.0,True,3
mq1_111,1,tfidf_iter,True,1.0,True,1
mq1_112,1,tfidf_iter,True,1.0,True,2
mq1_113,1,tfidf_iter,True,1.0,True,1
mq1_114,1,tfidf_iter,True,1.0,True,2
mq1_115,1,tfidf_iter,True,1.0,True,4
mq1_116,1,tfidf_iter,True,1.0,True,2
mq1_117,1,tfidf_iter,True,1.0,True,2
mq1_118,1,tfidf_iter,True,1.0,True,1
mq1_119,1,tfidf_iter,True,1.0,True,1
mq1_120,1,tfidf_iter,True,1.0,True,1
mq1_121,1,tfidf_iter,True,1.0,True,1
mq1_122,1,tfidf_iter,True,1.0,True,2
mq1_123,1,tfidf_iter,True,1.0,True,1
mq1_124,1,tfidf_iter,True,1.0,True,1
mq1_125,1,tfidf_iter,True,1.0,True,2
mq1_126,1,tfidf_iter,True,1.0,True,1
mq1_127,1,tfidf_iter,True,1.0,True,2
mq1_128,1,tfidf_iter,True,1.0,True,4
mq1_129,1,tfidf_iter,True,1.0,True,1
mq1_130,1,tfidf_iter,True,1.0,True,1
mq1_131,1,tfidf_iter,True,1.0,True,1
mq1_132,1,tfidf_iter,True,1.0,True,1
mq1_133,1,tfidf_iter,True,1.0,True,1
mq1_134,1,tfidf_iter,True,1.0,True,1
mq1_135,1,tfidf_iter,True,1.0,True,1
mq1_136,1,tfidf_iter,True,1.0,True,2
